drug_name,raw_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion,trust_score
qsymia,-0.15483870967741936,93,13,8,0.0967741935483871,0.43010752688172044,0.42258064516129035
duloxetine,-0.15505226480836237,287,62,57,0.24041811846689895,0.2229965156794425,0.42247386759581884
letrozole,-0.15789473684210525,19,4,6,0.15789473684210525,0.42105263157894735,0.42105263157894735
edex,-0.16,5,1,0,0.4,0.2,0.42
amlodipine,-0.16,55,6,11,0.2545454545454545,0.2909090909090909,0.42
ethinyl estradiol / norgestimate,-0.16153846153846155,585,111,180,0.03076923076923077,0.3811965811965812,0.41923076923076924
prepopik,-0.1625,24,3,0,0.08333333333333333,0.08333333333333333,0.41875
trinessa,-0.16428571428571428,84,15,28,0.023809523809523808,0.35714285714285715,0.41785714285714287
hydrea,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
dupixent,-0.16666666666666666,3,0,0,0.0,0.6666666666666666,0.4166666666666667
dronabinol,-0.16666666666666666,9,1,2,0.1111111111111111,0.2222222222222222,0.4166666666666667
zantac 150,-0.16666666666666666,6,1,2,0.0,0.0,0.4166666666666667
orencia,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
kombiglyze xr,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
gavilyte-g,-0.16666666666666666,3,0,0,0.0,0.6666666666666666,0.4166666666666667
formoterol / mometasone,-0.16666666666666666,6,1,1,0.16666666666666666,0.16666666666666666,0.4166666666666667
cyanocobalamin,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
dalmane,-0.16666666666666666,3,1,1,0.3333333333333333,0.3333333333333333,0.4166666666666667
excedrin,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
darifenacin,-0.16666666666666666,3,0,0,0.6666666666666666,0.0,0.4166666666666667
paliperidone,-0.16666666666666666,24,3,5,0.08333333333333333,0.20833333333333334,0.4166666666666667
ergocalciferol,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
lioresal,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
azo-standard,-0.16666666666666666,3,1,1,0.0,0.0,0.4166666666666667
progesterone,-0.16666666666666666,9,1,2,0.3333333333333333,0.4444444444444444,0.4166666666666667
elavil,-0.16666666666666666,33,4,6,0.45454545454545453,0.15151515151515152,0.4166666666666667
rebif,-0.16666666666666666,3,1,1,0.6666666666666666,0.3333333333333333,0.4166666666666667
quillivant xr,-0.16666666666666666,3,1,1,0.0,0.0,0.4166666666666667
metoprolol tartrate,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
fentora,-0.16666666666666666,3,0,0,0.0,0.3333333333333333,0.4166666666666667
forteo,-0.16666666666666666,6,0,1,0.5,0.16666666666666666,0.4166666666666667
coricidin hbp cough & cold,-0.16666666666666666,3,0,0,0.0,0.0,0.4166666666666667
human papillomavirus vaccine,-0.16666666666666666,6,0,1,0.0,0.3333333333333333,0.4166666666666667
zaleplon,-0.17058823529411768,17,4,3,0.23529411764705882,0.17647058823529413,0.41470588235294115
suprep bowel prep kit,-0.1715909090909091,176,27,23,0.05113636363636364,0.14772727272727273,0.41420454545454544
desvenlafaxine,-0.17204301075268819,186,42,40,0.24731182795698925,0.2903225806451613,0.4139784946236559
transderm-scop,-0.17333333333333334,15,4,4,0.0,0.2,0.41333333333333333
paxil cr,-0.175,8,2,2,0.375,0.125,0.4125
evamist,-0.17500000000000004,4,1,0,0.0,0.5,0.4125
ethinyl estradiol / norethindrone,-0.1760104302477184,767,128,231,0.048239895697522815,0.3624511082138201,0.41199478487614083
viibryd,-0.17627118644067796,118,28,28,0.3474576271186441,0.2457627118644068,0.411864406779661
ella,-0.17647058823529413,17,1,4,0.0,0.11764705882352941,0.4117647058823529
dalfampridine,-0.1769230769230769,13,1,2,0.07692307692307693,0.15384615384615385,0.4115384615384615
nicoderm cq,-0.17692307692307693,13,4,0,0.15384615384615385,0.3076923076923077,0.4115384615384615
metoprolol,-0.17746478873239435,71,12,18,0.352112676056338,0.19718309859154928,0.4112676056338028
alesse,-0.17857142857142858,28,5,10,0.03571428571428571,0.39285714285714285,0.4107142857142857
quetiapine,-0.17857142857142858,182,42,48,0.2967032967032967,0.2032967032967033,0.4107142857142857
fluvoxamine,-0.1787878787878788,33,5,4,0.21212121212121213,0.21212121212121213,0.4106060606060606
falmina,-0.18,10,2,3,0.0,0.3,0.41000000000000003
effexor xr,-0.18105263157894735,95,22,14,0.18947368421052632,0.21052631578947367,0.4094736842105263
lexapro,-0.18132780082987554,241,56,79,0.26141078838174275,0.3278008298755187,0.40933609958506223
brexpiprazole,-0.18181818181818182,22,3,6,0.045454545454545456,0.3181818181818182,0.40909090909090906
conjugated estrogens,-0.18181818181818182,11,1,2,0.09090909090909091,0.18181818181818182,0.40909090909090906
magnesium sulfate / potassium sulfate / sodium sulfate,-0.18224852071005918,169,26,15,0.01775147928994083,0.2485207100591716,0.4088757396449704
hydroxyzine,-0.1841726618705036,139,31,39,0.2158273381294964,0.2446043165467626,0.4079136690647482
lo loestrin fe,-0.1854368932038835,206,32,62,0.038834951456310676,0.3640776699029126,0.40728155339805827
metformin / sitagliptin,-0.1875,8,1,2,0.0,0.125,0.40625
famciclovir,-0.19166666666666665,12,1,1,0.08333333333333333,0.08333333333333333,0.4041666666666667
chantix,-0.19197860962566843,187,34,28,0.06417112299465241,0.25133689839572193,0.4040106951871658
ethinyl estradiol / norgestrel,-0.192,50,6,11,0.02,0.26,0.404
valsartan,-0.19230769230769232,13,1,3,0.07692307692307693,0.15384615384615385,0.40384615384615385
blisovi 24 fe,-0.19230769230769232,26,3,8,0.0,0.5,0.40384615384615385
bactrim ds,-0.19230769230769232,26,6,10,0.038461538461538464,0.5,0.40384615384615385
ortho micronor,-0.19230769230769232,26,4,9,0.0,0.3076923076923077,0.40384615384615385
lupron depot,-0.19473684210526318,19,2,3,0.10526315789473684,0.47368421052631576,0.4026315789473684
harvoni,-0.19666666666666668,60,11,21,0.06666666666666667,0.23333333333333334,0.40166666666666667
dramamine,-0.2,5,1,2,0.0,0.0,0.4
cartia xt,-0.2,4,1,1,0.0,0.0,0.4
genvoya,-0.2,10,1,3,0.1,0.2,0.4
tikosyn,-0.2,9,2,1,0.1111111111111111,0.1111111111111111,0.4
carvedilol,-0.2,25,5,8,0.16,0.04,0.4
duragesic,-0.2,13,1,0,0.3076923076923077,0.3076923076923077,0.4
versed,-0.2,5,0,1,0.0,0.2,0.4
nubain,-0.2,5,1,2,0.0,0.0,0.4
naloxone,-0.2,5,0,0,0.2,0.2,0.4
vagifem,-0.2,4,0,0,0.5,0.25,0.4
cytomel,-0.2,5,1,1,0.0,0.0,0.4
uloric,-0.2,5,0,1,0.2,0.0,0.4
trimethoprim,-0.2,5,1,1,0.0,0.2,0.4
minastrin 24 fe,-0.19999999999999998,41,3,9,0.024390243902439025,0.21951219512195122,0.4
pegfilgrastim,-0.2,5,1,2,0.0,0.2,0.4
zyvox,-0.2,5,0,1,0.0,0.0,0.4
pneumococcal 13-valent vaccine,-0.2,5,0,1,0.0,0.0,0.4
edarbi,-0.20000000000000004,3,1,0,0.6666666666666666,0.6666666666666666,0.39999999999999997
microgestin fe 1 / 20,-0.2009009009009009,111,19,37,0.036036036036036036,0.35135135135135137,0.3995495495495496
citalopram,-0.20352112676056336,284,69,91,0.3415492957746479,0.2852112676056338,0.39823943661971833
scopolamine,-0.2041666666666667,24,6,9,0.041666666666666664,0.041666666666666664,0.39791666666666664
clonidine,-0.20634920634920634,63,14,13,0.1111111111111111,0.2698412698412698,0.39682539682539686
sulfamethoxazole / trimethoprim,-0.20987654320987653,162,27,46,0.024691358024691357,0.2839506172839506,0.3950617283950617
terbinafine,-0.21020408163265308,49,5,13,0.0,0.22448979591836735,0.39489795918367343
clonazepam,-0.2111111111111111,216,45,58,0.0787037037037037,0.14351851851851852,0.39444444444444443
coreg,-0.21666666666666667,6,0,0,0.6666666666666666,0.0,0.39166666666666666
ortho cyclen,-0.21666666666666667,12,4,5,0.0,0.25,0.39166666666666666
escitalopram,-0.2175531914893617,376,88,132,0.324468085106383,0.3351063829787234,0.39122340425531915
oxazepam,-0.21818181818181817,11,2,3,0.2727272727272727,0.18181818181818182,0.39090909090909093
movantik,-0.21923076923076923,26,4,2,0.19230769230769232,0.3076923076923077,0.3903846153846154
bismuth subcitrate potassium / metronidazole / tetracycline,-0.22,15,3,5,0.13333333333333333,0.2,0.39
junel fe 1 / 20,-0.22,60,8,19,0.05,0.4666666666666667,0.39
metoclopramide,-0.22033898305084745,59,10,20,0.11864406779661017,0.2033898305084746,0.3898305084745763
loryna,-0.2222222222222222,9,1,3,0.0,0.3333333333333333,0.3888888888888889
bonine,-0.225,8,1,2,0.0,0.125,0.3875
trintellix,-0.22539682539682537,63,14,22,0.30158730158730157,0.3333333333333333,0.3873015873015873
anastrozole,-0.22580645161290322,31,4,11,0.0967741935483871,0.16129032258064516,0.3870967741935484
oseltamivir,-0.22641509433962265,53,9,9,0.03773584905660377,0.22641509433962265,0.3867924528301887
mirtazapine,-0.22727272727272727,165,35,47,0.3393939393939394,0.19393939393939394,0.38636363636363635
hydrochlorothiazide / losartan,-0.22727272727272727,11,0,2,0.0,0.09090909090909091,0.38636363636363635
provera,-0.22727272727272727,22,2,6,0.45454545454545453,0.2727272727272727,0.38636363636363635
varenicline,-0.2302325581395349,258,50,44,0.06976744186046512,0.23255813953488372,0.38488372093023254
triumeq,-0.23076923076923078,13,2,5,0.07692307692307693,0.15384615384615385,0.3846153846153846
tri-sprintec,-0.23106796116504855,103,20,41,0.0,0.4077669902912621,0.3844660194174757
macrobid,-0.2323076923076923,65,11,18,0.09230769230769231,0.15384615384615385,0.38384615384615384
suboxone,-0.23411764705882354,85,19,1,0.12941176470588237,0.2823529411764706,0.38294117647058823
zoloft,-0.2342741935483871,248,48,71,0.3790322580645161,0.3225806451612903,0.38286290322580646
phentermine / topiramate,-0.23644859813084113,107,12,12,0.14953271028037382,0.2897196261682243,0.38177570093457946
terconazole,-0.23684210526315788,19,2,2,0.0,0.3157894736842105,0.3815789473684211
zovia,-0.2375,8,2,2,0.0,0.375,0.38125
zyban,-0.23888888888888887,18,3,0,0.05555555555555555,0.3888888888888889,0.38055555555555554
xarelto,-0.2391304347826087,23,1,5,0.08695652173913043,0.21739130434782608,0.3804347826086957
effexor,-0.24117647058823527,68,13,7,0.20588235294117646,0.20588235294117646,0.37941176470588234
microgestin fe 1.5 / 30,-0.24375,16,2,5,0.125,0.4375,0.378125
lorazepam,-0.245,100,21,30,0.05,0.18,0.3775
orsythia,-0.24500000000000002,40,3,12,0.075,0.325,0.3775
zostrix,-0.25,2,0,0,0.0,0.0,0.375
RUXOLITINIB,-0.25,16,0,4,0.0,0.9375,0.375
dificid,-0.25,2,0,0,0.0,0.0,0.375
halflytely and bisacodyl,-0.25,2,0,0,0.0,0.0,0.375
combivent,-0.25,4,0,1,0.0,0.0,0.375
rotigotine,-0.25,6,0,1,0.16666666666666666,0.16666666666666666,0.375
atenolol / chlorthalidone,-0.25,2,0,0,0.0,0.0,0.375
toviaz,-0.25,6,0,1,0.0,0.0,0.375
methylnaltrexone,-0.25,10,1,1,0.1,0.2,0.375
mestinon,-0.25,6,0,0,0.5,0.3333333333333333,0.375
mefloquine,-0.25,2,0,0,0.0,0.0,0.375
tenofovir,-0.25,4,0,1,0.0,0.25,0.375
imbruvica,-0.25,2,0,0,0.5,0.0,0.375
daclatasvir,-0.25,4,0,1,0.0,0.5,0.375
amlodipine / valsartan,-0.25,4,0,1,0.0,0.0,0.375
aspirin / dipyridamole,-0.25,6,0,1,0.0,0.0,0.375
triptorelin,-0.25,2,0,0,0.0,0.0,0.375
trilafon,-0.25,2,0,0,0.0,0.5,0.375
fiorinal with codeine,-0.25,2,0,0,0.0,0.0,0.375
mexiletine,-0.25,2,0,0,0.0,0.0,0.375
sensipar,-0.25,2,0,0,0.0,0.0,0.375
seasonale,-0.25,8,0,2,0.125,0.25,0.375
absorica,-0.25,2,0,0,0.0,0.5,0.375
alosetron,-0.25,2,0,0,0.0,0.5,0.375
nora-be,-0.25,20,2,7,0.05,0.45,0.375
pembrolizumab,-0.25,2,0,0,0.0,0.0,0.375
delsym 12 hour cough relief,-0.25,2,0,0,0.0,0.0,0.375
veramyst,-0.25,4,0,1,0.0,0.0,0.375
levlen,-0.25,4,0,1,0.0,0.25,0.375
westhroid,-0.25,2,0,0,0.0,0.0,0.375
amaryl,-0.25,4,0,0,0.0,0.0,0.375
iophen-c nr,-0.25,2,0,0,0.5,0.0,0.375
pirbuterol,-0.25,2,0,0,0.0,0.0,0.375
claritin-d,-0.25,8,1,3,0.125,0.25,0.375
chlordiazepoxide,-0.2521739130434783,23,5,4,0.34782608695652173,0.391304347826087,0.3739130434782608
abilify,-0.252212389380531,113,18,39,0.12389380530973451,0.168141592920354,0.3738938053097345
errin,-0.2545454545454545,11,1,3,0.0,0.45454545454545453,0.37272727272727274
DIVALPROEX SODIUM,-0.2545454545454545,11,0,2,0.0,0.9090909090909091,0.37272727272727274
belbuca,-0.2545454545454546,11,3,1,0.09090909090909091,0.09090909090909091,0.3727272727272727
janumet,-0.2571428571428572,7,1,2,0.0,0.0,0.37142857142857144
paroxetine,-0.26031746031746034,189,38,58,0.21693121693121692,0.31216931216931215,0.36984126984126986
nitrofurantoin,-0.26466666666666666,150,21,44,0.1,0.2733333333333333,0.3676666666666667
plaquenil,-0.2647058823529412,17,1,3,0.11764705882352941,0.23529411764705882,0.36764705882352944
buspirone,-0.2661016949152542,118,21,35,0.2457627118644068,0.23728813559322035,0.3669491525423729
repaglinide,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
somnote,-0.26666666666666666,3,1,1,0.0,0.3333333333333333,0.3666666666666667
clotrimazole,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
permethrin,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
mupirocin,-0.26666666666666666,3,1,1,0.0,0.0,0.3666666666666667
nasacort allergy 24hr,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
nostrilla,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
evening primrose oil,-0.26666666666666666,3,0,0,0.0,0.3333333333333333,0.3666666666666667
bydureon,-0.26666666666666666,27,3,8,0.0,0.25925925925925924,0.3666666666666667
dextromethorphan / quinidine,-0.26666666666666666,3,0,0,0.0,0.0,0.3666666666666667
alprazolam,-0.267027027027027,185,34,54,0.0972972972972973,0.15675675675675677,0.3664864864864865
trazodone,-0.26751269035533,197,30,56,0.3401015228426396,0.2131979695431472,0.366243654822335
ambien,-0.27037037037037037,81,15,26,0.13580246913580246,0.14814814814814814,0.3648148148148148
buprenorphine / naloxone,-0.27040000000000003,125,27,7,0.112,0.128,0.3648
lubiprostone,-0.27058823529411763,34,8,13,0.08823529411764706,0.23529411764705882,0.3647058823529412
sprintec,-0.27058823529411763,170,22,62,0.01764705882352941,0.38235294117647056,0.3647058823529412
brisdelle,-0.2714285714285714,7,1,2,0.0,0.42857142857142855,0.3642857142857143
methamphetamine,-0.2714285714285714,7,1,0,0.14285714285714285,0.2857142857142857,0.3642857142857143
remeron,-0.27222222222222225,36,8,11,0.2222222222222222,0.2222222222222222,0.3638888888888889
tri-previfem,-0.2740740740740741,27,7,13,0.0,0.2962962962962963,0.36296296296296293
pristiq,-0.27483870967741936,155,30,51,0.2064516129032258,0.23870967741935484,0.3625806451612903
mirapex,-0.275,16,2,5,0.0625,0.1875,0.3625
hysingla er,-0.275,20,3,0,0.45,0.35,0.3625
sronyx,-0.2777777777777778,27,3,10,0.0,0.2222222222222222,0.3611111111111111
fentanyl transdermal system,-0.2785714285714286,14,1,3,0.2857142857142857,0.14285714285714285,0.3607142857142857
levothyroxine,-0.28076923076923077,78,16,26,0.14102564102564102,0.23076923076923078,0.3596153846153846
klonopin,-0.28271604938271605,81,17,27,0.024691358024691357,0.16049382716049382,0.35864197530864195
lunesta,-0.2851851851851852,27,5,9,0.07407407407407407,0.07407407407407407,0.3574074074074074
ortho evra,-0.2852459016393442,61,10,22,0.03278688524590164,0.32786885245901637,0.35737704918032787
ortho tri-cyclen lo,-0.28545454545454546,55,7,19,0.03636363636363636,0.2727272727272727,0.3572727272727273
erythromycin,-0.2857142857142857,7,1,2,0.0,0.2857142857142857,0.35714285714285715
ortho-novum 7 / 7 / 7,-0.2857142857142857,7,0,2,0.0,0.0,0.35714285714285715
exemestane,-0.2857142857142857,7,2,4,0.0,0.42857142857142855,0.35714285714285715
emtricitabine / rilpivirine / tenofovir,-0.2857142857142857,7,0,2,0.0,0.0,0.35714285714285715
tamiflu,-0.28600000000000003,50,10,15,0.02,0.12,0.357
hydrocodone,-0.2894736842105263,19,1,2,0.3157894736842105,0.21052631578947367,0.35526315789473684
venlafaxine,-0.29105691056910565,246,46,49,0.22357723577235772,0.22357723577235772,0.3544715447154472
amoxicillin / clarithromycin / lansoprazole,-0.2916666666666667,12,1,4,0.25,0.75,0.35416666666666663
vortioxetine,-0.2921985815602837,141,25,44,0.2907801418439716,0.3049645390070922,0.35390070921985817
victoza,-0.29791666666666666,96,14,28,0.020833333333333332,0.20833333333333334,0.3510416666666667
insulin detemir,-0.3,6,0,0,0.0,0.16666666666666666,0.35
sonata,-0.3,10,0,2,0.1,0.2,0.35
aliskiren,-0.3,6,0,1,0.16666666666666666,0.0,0.35
selegiline,-0.3,5,0,1,0.0,0.0,0.35
methyl salicylate,-0.3,6,1,2,0.0,0.0,0.35
atovaquone / proguanil,-0.3,5,1,2,0.0,0.6,0.35
rozerem,-0.3,10,1,3,0.0,0.1,0.35
acetaminophen / tramadol,-0.30000000000000004,11,2,1,0.09090909090909091,0.09090909090909091,0.35
imipramine,-0.3,5,1,2,0.2,0.0,0.35
estarylla,-0.30303030303030304,33,5,15,0.06060606060606061,0.48484848484848486,0.3484848484848485
nucynta,-0.303125,32,4,7,0.375,0.09375,0.3484375
clomipramine,-0.30333333333333334,30,3,6,0.13333333333333333,0.13333333333333333,0.34833333333333333
belsomra,-0.305,60,7,12,0.18333333333333332,0.23333333333333334,0.34750000000000003
buspar,-0.3065573770491803,61,10,15,0.36065573770491804,0.2459016393442623,0.34672131147540985
citric acid / magnesium oxide / sodium picosulfate,-0.30869565217391304,23,1,3,0.043478260869565216,0.13043478260869565,0.3456521739130435
budesonide,-0.3090909090909091,11,0,2,0.0,0.09090909090909091,0.34545454545454546
lyza,-0.3111111111111111,9,1,2,0.0,0.4444444444444444,0.34444444444444444
dofetilide,-0.3125,8,0,0,0.0,0.125,0.34375
loratadine / pseudoephedrine,-0.3125,8,1,3,0.0,0.125,0.34375
telmisartan,-0.31428571428571433,7,1,1,0.42857142857142855,0.2857142857142857,0.34285714285714286
perampanel,-0.31666666666666665,6,1,2,0.0,0.0,0.3416666666666667
eliquis,-0.32142857142857145,14,1,4,0.2857142857142857,0.2857142857142857,0.3392857142857143
xanax,-0.3237623762376238,101,17,34,0.1188118811881188,0.16831683168316833,0.3381188118811881
guanfacine,-0.3241379310344828,29,6,11,0.27586206896551724,0.1724137931034483,0.33793103448275863
tofranil,-0.325,4,1,1,0.5,0.0,0.3375
medrol dosepak,-0.325,4,1,1,0.0,0.0,0.3375
flagyl,-0.32608695652173914,23,2,8,0.0,0.2608695652173913,0.33695652173913043
methadose,-0.32857142857142857,7,2,2,0.14285714285714285,0.14285714285714285,0.33571428571428574
lacosamide,-0.33076923076923076,13,2,5,0.3076923076923077,0.3076923076923077,0.33461538461538465
DIMETHYL FUMARATE,-0.3333333333333333,3,0,1,0.0,1.0,0.33333333333333337
xolegel,-0.3333333333333333,3,0,1,0.0,0.3333333333333333,0.33333333333333337
cinryze,-0.3333333333333333,3,1,2,0.3333333333333333,0.3333333333333333,0.33333333333333337
benadryl,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
benlysta,-0.3333333333333333,3,1,2,0.0,0.0,0.33333333333333337
hytrin,-0.3333333333333333,3,0,1,0.3333333333333333,0.3333333333333333,0.33333333333333337
vivarin,-0.3333333333333333,3,1,2,0.0,0.0,0.33333333333333337
nodoz,-0.3333333333333333,3,1,2,0.3333333333333333,0.3333333333333333,0.33333333333333337
nexavar,-0.3333333333333333,3,1,2,0.0,0.0,0.33333333333333337
barium sulfate,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
candesartan,-0.3333333333333333,3,0,0,0.6666666666666666,0.6666666666666666,0.33333333333333337
teriflunomide,-0.3333333333333333,3,0,1,0.6666666666666666,0.0,0.33333333333333337
kava,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
estazolam,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
cardizem,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
vitamin b12,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
psoriasin,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
cyred,-0.3333333333333333,3,0,1,0.0,0.3333333333333333,0.33333333333333337
truvada,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
cleocin,-0.3333333333333333,3,1,2,0.0,0.0,0.33333333333333337
fenofibrate,-0.3333333333333333,6,0,2,0.0,0.0,0.33333333333333337
pimtrea,-0.3333333333333333,3,0,1,0.0,0.3333333333333333,0.33333333333333337
sprix,-0.3333333333333333,3,0,1,0.0,0.0,0.33333333333333337
liraglutide,-0.3335078534031414,191,24,39,0.06282722513089005,0.28272251308900526,0.3332460732984293
GABAPENTIN,-0.34,5,0,0,0.0,1.0,0.32999999999999996
trulicity,-0.34285714285714286,56,5,14,0.07142857142857142,0.3392857142857143,0.32857142857142857
chateal,-0.34375,32,5,16,0.0,0.4375,0.328125
sofosbuvir / velpatasvir,-0.34545454545454546,11,2,5,0.09090909090909091,0.18181818181818182,0.32727272727272727
drospirenone / ethinyl estradiol / levomefolate calcium,-0.34594594594594597,37,7,16,0.05405405405405406,0.24324324324324326,0.327027027027027
olanzapine,-0.347945205479452,73,10,27,0.1780821917808219,0.1643835616438356,0.32602739726027397
exenatide,-0.3488372093023256,43,3,17,0.046511627906976744,0.20930232558139536,0.32558139534883723
neupro,-0.35,8,0,1,0.0,0.125,0.325
generess fe,-0.35000000000000003,22,2,8,0.045454545454545456,0.2727272727272727,0.32499999999999996
seroquel,-0.3522388059701493,67,9,27,0.208955223880597,0.14925373134328357,0.32388059701492533
phenergan,-0.35454545454545455,11,2,5,0.09090909090909091,0.0,0.32272727272727275
morphine / naltrexone,-0.35555555555555557,9,1,1,0.2222222222222222,0.0,0.3222222222222222
promethazine,-0.35625,48,9,23,0.14583333333333334,0.10416666666666667,0.321875
tri-linyah,-0.36,5,0,1,0.0,0.6,0.32
doxylamine,-0.36551724137931035,29,5,11,0.27586206896551724,0.2413793103448276,0.3172413793103448
mononessa,-0.36666666666666664,51,10,26,0.0,0.3333333333333333,0.31666666666666665
ativan,-0.36792452830188677,53,5,15,0.018867924528301886,0.16981132075471697,0.3160377358490566
ziac,-0.375,4,0,1,0.0,0.0,0.3125
exforge,-0.375,12,0,4,0.08333333333333333,0.08333333333333333,0.3125
multaq,-0.375,4,0,1,0.0,0.0,0.3125
angeliq,-0.375,4,1,2,0.25,0.5,0.3125
tanzeum,-0.375,4,0,1,0.25,0.0,0.3125
desoxyn,-0.375,4,0,1,0.25,0.5,0.3125
hizentra,-0.375,4,0,1,0.0,0.0,0.3125
beyaz,-0.37586206896551727,29,1,11,0.034482758620689655,0.27586206896551724,0.3120689655172414
gildess fe 1.5 / 30,-0.37777777777777777,9,0,2,0.1111111111111111,0.5555555555555556,0.3111111111111111
suvorexant,-0.3904761904761905,63,5,17,0.2857142857142857,0.15873015873015872,0.3047619047619048
tradjenta,-0.4,5,0,2,0.0,0.0,0.3
multivitamin with iron,-0.4,5,0,2,0.0,0.2,0.3
enskyce,-0.4,2,0,0,0.0,0.0,0.3
cryselle,-0.4,22,1,9,0.045454545454545456,0.3181818181818182,0.3
d.h.e. 45,-0.4,2,0,0,0.0,0.0,0.3
trileptal,-0.4,10,0,2,0.1,0.2,0.3
alphagan p,-0.4,2,0,0,0.0,0.0,0.3
bupropion / naltrexone,-0.40206611570247935,242,29,64,0.04132231404958678,0.3760330578512397,0.2989669421487603
naloxegol,-0.40588235294117647,34,5,3,0.08823529411764706,0.23529411764705882,0.29705882352941176
contrave,-0.406425702811245,249,21,52,0.060240963855421686,0.40562248995983935,0.2967871485943775
tresiba,-0.4090909090909091,11,0,4,0.0,0.0,0.2954545454545454
vivelle-dot,-0.4166666666666667,6,0,1,0.0,0.0,0.29166666666666663
linezolid,-0.4166666666666667,6,1,3,0.0,0.16666666666666666,0.29166666666666663
xylometazoline,-0.42000000000000004,5,1,0,0.0,0.2,0.29
emsam,-0.42500000000000004,4,0,0,0.0,0.5,0.2875
hydralazine,-0.42857142857142855,7,0,2,0.42857142857142855,0.14285714285714285,0.2857142857142857
arimidex,-0.42857142857142855,14,1,7,0.0,0.21428571428571427,0.2857142857142857
drospirenone / estradiol,-0.42857142857142855,7,1,3,0.2857142857142857,0.0,0.2857142857142857
digoxin,-0.43333333333333335,3,0,0,0.3333333333333333,0.3333333333333333,0.2833333333333333
tetracycline,-0.43333333333333335,3,0,0,0.0,0.3333333333333333,0.2833333333333333
tekturna,-0.43333333333333335,3,0,0,0.0,0.3333333333333333,0.2833333333333333
ethinyl estradiol / ethynodiol,-0.43333333333333335,18,2,9,0.0,0.3333333333333333,0.2833333333333333
conjugated estrogens / medroxyprogesterone,-0.43333333333333335,3,0,0,0.3333333333333333,0.0,0.2833333333333333
ondansetron,-0.4370967741935484,62,12,37,0.016129032258064516,0.11290322580645161,0.2814516129032258
antabuse,-0.43846153846153846,13,1,3,0.0,0.15384615384615385,0.28076923076923077
saxenda,-0.43979591836734694,98,9,22,0.04081632653061224,0.35714285714285715,0.2801020408163265
doxylamine / pyridoxine,-0.4421052631578948,19,4,10,0.0,0.47368421052631576,0.2789473684210526
goserelin,-0.4444444444444444,9,1,5,0.3333333333333333,0.2222222222222222,0.2777777777777778
levo-dromoran,-0.45,2,0,0,0.0,0.0,0.275
lybrel,-0.45,4,0,1,0.0,0.0,0.275
incivek,-0.45,2,0,0,0.0,0.0,0.275
actemra,-0.45,4,0,1,0.0,0.25,0.275
tenuate dospan,-0.45,2,0,0,0.5,0.0,0.275
vimpat,-0.4523809523809524,21,1,9,0.23809523809523808,0.23809523809523808,0.27380952380952384
ulipristal,-0.4571428571428572,14,1,6,0.07142857142857142,0.14285714285714285,0.2714285714285714
norflex,-0.4666666666666666,3,0,0,0.0,0.3333333333333333,0.2666666666666667
actiq,-0.4666666666666666,3,0,0,0.0,0.0,0.2666666666666667
methadone diskets,-0.4666666666666666,3,0,0,0.0,0.0,0.2666666666666667
naltrexone,-0.46734693877551026,49,6,3,0.10204081632653061,0.3469387755102041,0.26632653061224487
acetaminophen / diphenhydramine,-0.475,4,0,1,0.0,0.0,0.2625
bontril slow release,-0.48,10,0,3,0.0,0.1,0.26
vivitrol,-0.48333333333333334,24,2,1,0.0,0.20833333333333334,0.2583333333333333
zofran,-0.48484848484848486,33,5,18,0.030303030303030304,0.09090909090909091,0.25757575757575757
fexofenadine / pseudoephedrine,-0.4875,8,1,4,0.0,0.375,0.25625
safyral,-0.4916666666666667,12,0,4,0.0,0.25,0.25416666666666665
voltaren-xr,-0.5,1,0,0,0.0,0.0,0.25
gemifloxacin,-0.5,1,0,0,0.0,0.0,0.25
niravam,-0.5,4,1,3,0.0,0.25,0.25
TRIAZOLAM,-0.5,1,0,0,0.0,1.0,0.25
rifampin,-0.5,2,0,1,0.0,0.0,0.25
gadoxetate disodium,-0.5,1,0,0,0.0,0.0,0.25
